date,min,max,median,q1,q3,stdev,count
2022-05-20T00:00:00.000Z,0,15.8,1.8,1.4,2.5,1.408,581
2022-05-21T00:00:00.000Z,0.1,36.4,3.9,2.25,6.85,4.645,592
2022-05-22T00:00:00.000Z,0.9,11.9,3.5,2.5,4.34,1.65,564
2022-05-23T00:00:00.000Z,3,39.3,7.5,5.4,9.6,3.414,603
2022-05-24T00:00:00.000Z,0.8,22.1,3.7,2.1,11.4,4.884,586
2022-05-25T00:00:00.000Z,0.8,13.8,2.65,1.7,6.9,3.205,592
2022-05-26T00:00:00.000Z,1.1,25.8,3.3,2.2,5.9,3.009,581
2022-05-27T00:00:00.000Z,1.5,5.4,2.5,2.15,2.9,0.598,77
2022-05-28T00:00:00.000Z,61343,61343,61343,61343,61343,0,1
2022-05-29T00:00:00.000Z,0.6,4.3,1.7,1.4,2.5,0.779,281
2022-05-30T00:00:00.000Z,0,14.7,0.9,0.3,2.35,1.932,585
2022-05-31T00:00:00.000Z,0,4.2,0.6,0.3,1,0.601,571
2022-06-01T00:00:00.000Z,0,8.7,0.3,0.1,0.9,0.849,526
2022-06-02T00:00:00.000Z,1,13.2,3.9,2.6,5.2,2.207,621
2022-06-03T00:00:00.000Z,1.3,24.3,9,4.65,14.2,6.05,648
2022-06-04T00:00:00.000Z,0.6,12.2,4.5,2.6,6.3,2.403,596
2022-06-05T00:00:00.000Z,0.5,7.3,1.8,1.3,2.6,1.088,621
2022-06-06T00:00:00.000Z,1,12.8,5.4,3.1,7.4,2.855,630
2022-06-07T00:00:00.000Z,0.6,27,2.6,1.7,3.5,1.905,616
2022-06-08T00:00:00.000Z,0,9.7,1.2,0.6,5.25,2.78,597
2022-06-09T00:00:00.000Z,0.6,8.8,2.7,1.6,3.7,1.726,610
2022-06-10T00:00:00.000Z,0.3,9.6,4.9,3.7,6.4,1.938,622
2022-06-11T00:00:00.000Z,1,11.3,4.7,2.3,6.5,2.276,623
2022-06-12T00:00:00.000Z,1.4,8.9,3.4,2.8,4,1.014,625
2022-06-13T00:00:00.000Z,2.3,22.8,9,7.1,14.7,5.171,639
2022-06-14T00:00:00.000Z,0.8,47.8,8,4.7,18.9,11.977,656
2022-06-15T00:00:00.000Z,0.8,15.2,2.4,1.9,2.9,2.041,634
2022-06-16T00:00:00.000Z,2.6,12.7,7.3,6.6,8,1.355,644
2022-06-17T00:00:00.000Z,2,24.4,9.1,5.3,13.4,5.588,571
2022-06-18T00:00:00.000Z,0,14.1,4,2.1,5.2,2.37,618
2022-06-19T00:00:00.000Z,0.2,4.6,1.6,1.2,2.1,0.748,588
2022-06-20T00:00:00.000Z,0.4,12,2.45,1.7,4.3,2.111,628
